center,bp_year,assessment_id,assessment_upload_days,assessment_upload_date,implementation_upload_days,implementation_upload_date,page,source_url
NT,2024,NT0023,56,04/19/2024,336,01/23/2025,1,https://iac.university/center/NT/internal/activity-log/BP2024
NT,2024,NT0022,57,06/28/2024,260,01/17/2025,1,https://iac.university/center/NT/internal/activity-log/BP2024
NT,2024,NT0021,57,04/13/2024,337,01/17/2025,1,https://iac.university/center/NT/internal/activity-log/BP2024
NT,2024,NT0020,54,11/19/2023,338,08/29/2024,1,https://iac.university/center/NT/internal/activity-log/BP2024
NT,2024,NT0019,60,11/05/2023,CnC,08/29/2024,1,https://iac.university/center/NT/internal/activity-log/BP2024
NT,2025,NT0057,59,01/15/2026,,,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0055,34,12/16/2025,,,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0054,37,11/22/2025,,,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0053,43,11/14/2025,123+,,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0052,24,09/14/2025,165+,,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0051,39,08/19/2025,206+,,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0050,59,08/07/2025,238+,,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0049,57,07/31/2025,243+,,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0048,47,06/30/2025,264+,,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0047,78,08/07/2025,257+,,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0046,58,06/19/2025,286+,,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0045,57,06/14/2025,290+,,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0044,58,05/24/2025,312+,,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0043,35,04/11/2025,333+,,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0042,57,04/27/2025,339+,,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0041,53,04/01/2025,361+,,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0040,47,01/28/2025,202,07/03/2025,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0038,68,12/10/2024,273,07/03/2025,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0037,49,11/28/2024,266,07/03/2025,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0036,59,11/15/2024,343,08/26/2025,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2025,NT0035,58,10/31/2024,303,07/03/2025,1,https://iac.university/center/NT/internal/activity-log/BP2025
NT,2026,NT0063,,,,,1,https://iac.university/center/NT/internal/activity-log/BP2026
NT,2026,NT0062,,,,,1,https://iac.university/center/NT/internal/activity-log/BP2026
NT,2026,NT0061,,,,,1,https://iac.university/center/NT/internal/activity-log/BP2026
NT,2026,NT0060,,,,,1,https://iac.university/center/NT/internal/activity-log/BP2026
NT,2026,NT0059,,,,,1,https://iac.university/center/NT/internal/activity-log/BP2026
NT,2026,NT0058,,,,,1,https://iac.university/center/NT/internal/activity-log/BP2026
OK,2021,OK1058,60,10/24/2021,337,07/28/2022,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1057,60,10/19/2021,336,07/22/2022,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1056,60,10/17/2021,335,07/19/2022,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1055,60,10/05/2021,347,07/19/2022,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1054,60,10/04/2021,350,07/21/2022,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1053,60,10/03/2021,351,07/21/2022,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1052,60,10/01/2021,347,07/15/2022,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1051,60,08/16/2021,345,05/28/2022,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1050,60,08/13/2021,348,05/28/2022,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1049,60,08/15/2021,344,05/26/2022,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1048,60,07/17/2021,372,05/25/2022,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1047,60,08/08/2021,349,05/24/2022,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1046,60,06/11/2021,339,03/17/2022,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1045,60,05/30/2021,339,03/05/2022,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1044,60,05/25/2021,338,02/27/2022,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1043,60,05/10/2021,339,02/12/2022,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1042,60,04/26/2021,358,02/17/2022,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1041,60,02/28/2021,358,12/23/2021,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1040,60,01/29/2021,388,12/23/2021,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1039,60,03/08/2021,350,12/23/2021,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1038,60,11/24/2020,342,09/02/2021,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2021,OK1037,60,11/15/2020,358,09/09/2021,1,https://iac.university/center/OK/internal/activity-log/BP2021
OK,2022,OK1078,60,08/22/2022,393,07/21/2023,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1077,60,08/20/2022,411,08/06/2023,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1076,59,08/14/2022,416,08/06/2023,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1075,60,07/10/2022,365,05/11/2023,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1074,60,07/08/2022,367,05/11/2023,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1073,60,06/28/2022,377,05/11/2023,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1072,60,06/12/2022,392,05/10/2023,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1071,60,06/06/2022,398,05/10/2023,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1070,60,05/29/2022,406,05/10/2023,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1069,60,05/02/2022,350,02/15/2023,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1068,60,04/18/2022,366,02/17/2023,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1067,60,04/09/2022,379,02/21/2023,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1066,59,03/29/2022,334,12/28/2022,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1065,60,01/21/2022,360,11/17/2022,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1064,60,01/18/2022,363,11/17/2022,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1063,60,01/14/2022,366,11/16/2022,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1062,60,12/14/2021,361,10/11/2022,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1061,60,11/28/2021,377,10/11/2022,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1060,60,11/21/2021,349,09/06/2022,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2022,OK1059,60,11/02/2021,339,08/08/2022,1,https://iac.university/center/OK/internal/activity-log/BP2022
OK,2023,OK1102,60,10/28/2023,343,08/06/2024,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1101,60,10/22/2023,346,08/03/2024,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1100,60,10/09/2023,359,08/03/2024,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1099,60,10/08/2023,360,08/03/2024,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1098,60,10/08/2023,360,08/03/2024,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1097,60,08/25/2023,367,06/27/2024,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1096,60,08/12/2023,380,06/27/2024,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1095,60,07/18/2023,354,05/07/2024,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1094,60,07/14/2023,358,05/07/2024,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1093,60,07/11/2023,347,04/23/2024,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1092,60,08/13/2023,379,06/27/2024,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1091,60,06/04/2023,374,04/13/2024,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1090,60,05/26/2023,382,04/12/2024,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1089,60,05/21/2023,383,04/08/2024,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1088,60,05/28/2023,373,04/05/2024,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1087,60,03/27/2023,338,12/29/2023,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1086,61,01/28/2023,354,11/17/2023,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1085,60,12/30/2022,381,11/16/2023,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1084,60,12/20/2022,393,11/18/2023,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1083,60,11/29/2022,413,11/17/2023,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1082,60,11/29/2022,412,11/16/2023,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1081,59,11/27/2022,411,11/14/2023,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1080,60,11/13/2022,407,10/26/2023,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2023,OK1079,60,12/20/2022,389,11/14/2023,1,https://iac.university/center/OK/internal/activity-log/BP2023
OK,2024,OK1132,45,09/30/2024,329,07/11/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1131,46,09/30/2024,327,07/08/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1130,50,09/28/2024,329,07/04/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1129,47,09/24/2024,328,07/02/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1128,54,09/30/2024,327,06/30/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1127,59,09/26/2024,329,06/23/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1126,60,09/10/2024,328,06/05/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1125,60,09/09/2024,329,06/05/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1124,59,09/08/2024,329,06/05/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1123,60,08/24/2024,329,05/20/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1122,60,08/18/2024,328,05/13/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1121,57,08/13/2024,328,05/11/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1120,46,07/29/2024,329,05/08/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1119,40,07/22/2024,330,05/08/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1118,48,07/23/2024,329,04/30/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1117,32,06/30/2024,328,04/22/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1116,55,07/15/2024,332,04/18/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1115,55,07/10/2024,329,04/10/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1114,60,06/02/2024,338,03/07/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1113,60,05/19/2024,352,03/07/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1112,59,05/17/2024,353,03/07/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1111,59,05/05/2024,336,02/05/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1110,59,04/19/2024,348,02/01/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1109,61,04/18/2024,350,01/31/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1108,60,03/26/2024,372,01/31/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1107,56,03/16/2024,378,01/31/2025,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1106,60,01/16/2024,350,11/02/2024,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1105,58,12/29/2023,359,10/25/2024,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1104,60,12/05/2023,342,09/12/2024,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2024,OK1103,60,11/19/2023,358,09/12/2024,1,https://iac.university/center/OK/internal/activity-log/BP2024
OK,2025,OK1165,56,01/12/2026,,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1164,32,11/16/2025,110+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1163,16,10/18/2025,123+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1162,57,10/16/2025,166+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1161,58,10/09/2025,174+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1160,60,10/05/2025,180+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1159,61,10/04/2025,182+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1158,59,09/28/2025,186+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1157,59,09/27/2025,187+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1156,59,09/06/2025,208+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1155,60,08/19/2025,227+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1154,60,08/18/2025,228+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1153,60,08/17/2025,229+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1152,60,08/16/2025,230+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1151,60,08/15/2025,231+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1150,60,08/08/2025,238+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1149,60,08/05/2025,241+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1148,60,08/03/2025,243+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1147,59,07/27/2025,249+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1146,60,07/20/2025,257+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1145,58,07/18/2025,257+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1144,35,06/23/2025,259+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1143,27,06/08/2025,266+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1142,59,06/29/2025,277+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1141,21,05/05/2025,294+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1140,58,06/06/2025,299+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1139,55,06/02/2025,300+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1138,59,05/18/2025,319+,,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1137,27,03/24/2025,327,01/17/2026,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1136,43,02/20/2025,330,12/04/2025,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1135,60,01/05/2025,330,10/03/2025,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1134,59,12/30/2024,331,09/28/2025,1,https://iac.university/center/OK/internal/activity-log/BP2025
OK,2025,OK1133,56,11/15/2024,331,08/17/2025,1,https://iac.university/center/OK/internal/activity-log/BP2025
OR,2021,OR0745,60,10/17/2021,299,06/13/2022,1,https://iac.university/center/OR/internal/activity-log/BP2021
OR,2021,OR0744,78,10/21/2021,349,07/19/2022,1,https://iac.university/center/OR/internal/activity-log/BP2021
OR,2021,OR0743,58,09/15/2021,318,06/02/2022,1,https://iac.university/center/OR/internal/activity-log/BP2021
OR,2021,OR0742,44,08/27/2021,356,07/05/2022,1,https://iac.university/center/OR/internal/activity-log/BP2021
OR,2021,OR0741,51,08/05/2021,CnC,06/23/2022,1,https://iac.university/center/OR/internal/activity-log/BP2021
OR,2021,OR0740,128,01/27/2021,315,08/02/2021,1,https://iac.university/center/OR/internal/activity-log/BP2021
OR,2021,OR0739,97,11/03/2021,293,05/18/2022,1,https://iac.university/center/OR/internal/activity-log/BP2021
OR,2021,OR0738,139,06/02/2021,377,01/25/2022,1,https://iac.university/center/OR/internal/activity-log/BP2021
OR,2021,OR0737,93,12/11/2020,309,07/15/2021,1,https://iac.university/center/OR/internal/activity-log/BP2021
OR,2022,ORC005,29,09/29/2022,309,07/06/2023,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2022,ORC004,50,09/21/2022,338,07/06/2023,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2022,ORC003,45,09/09/2022,338,06/29/2023,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2022,ORC002,68,08/23/2022,428,08/18/2023,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2022,ORC001,99,08/05/2022,454,07/26/2023,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2022,OR0761,121,12/09/2022,296,06/02/2023,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2022,OR0758,57,09/30/2022,291,05/22/2023,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2022,OR0757,123,11/07/2022,CnC,07/13/2023,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2022,OR0756,91,09/22/2022,356,06/14/2023,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2022,OR0755,60,08/20/2022,345,06/01/2023,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2022,OR0754,48,06/23/2022,367,05/08/2023,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2022,OR0753,70,06/02/2022,266,12/15/2022,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2022,OR0752,110,07/11/2022,308,01/25/2023,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2022,OR0751,57,05/18/2022,268,12/15/2022,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2022,OR0750,52,03/12/2022,CnC,03/16/2023,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2022,OR0749,57,12/22/2021,297,08/19/2022,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2022,OR0748,103,01/31/2022,286,08/02/2022,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2022,OR0747,115,05/09/2022,298,11/07/2022,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2022,OR0746,132,02/15/2022,300,08/02/2022,1,https://iac.university/center/OR/internal/activity-log/BP2022
OR,2023,ORC013,75,02/27/2024,CnC,02/13/2025,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,ORC012,43,02/02/2024,399,01/23/2025,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,ORC011,70,11/01/2023,CnC,10/30/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,ORC010,43,09/29/2023,428,10/18/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,ORC009,99,07/05/2023,CnC,04/25/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,ORC008,64,05/12/2023,399,04/11/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,ORC007,34,03/15/2023,352,01/26/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,ORC006,41,01/24/2023,422,02/09/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0785,62,01/08/2024,313,09/16/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0784,104,01/23/2024,285,07/22/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0783,71,12/14/2023,CnC,08/29/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0782,60,11/04/2023,302,07/03/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0781,59,10/27/2023,308,07/02/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0780,62,10/24/2023,289,06/07/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0779,54,10/10/2023,CnC,07/02/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0778,78,11/02/2023,CnC,05/22/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0777,55,10/03/2023,302,06/06/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0776,112,11/15/2023,320,06/10/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0775,59,09/21/2023,CnC,07/02/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0774,78,10/07/2023,CnC,07/02/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0773,82,09/26/2023,309,05/10/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0772,56,09/11/2023,277,04/19/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0771,99,07/13/2023,CnC,02/07/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0770,70,06/01/2023,319,02/05/2024,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0769,103,08/28/2023,149,10/13/2023,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0768,58,03/17/2023,308,11/21/2023,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0767,55,03/06/2023,339,12/15/2023,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0766,60,03/06/2023,313,11/14/2023,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0765,68,01/09/2023,301,08/30/2023,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0764,84,01/11/2023,285,07/31/2023,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0763,98,01/11/2023,329,08/30/2023,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0762,52,10/29/2022,286,06/20/2023,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0760,59,11/04/2022,281,06/14/2023,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2023,OR0759,84,12/01/2022,CnC,08/07/2023,1,https://iac.university/center/OR/internal/activity-log/BP2023
OR,2024,ORC015,62,10/23/2024,404,09/30/2025,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,ORC014,60,06/11/2024,CnC,07/03/2025,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0804,60,11/11/2024,300,07/09/2025,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0803,60,10/27/2024,CnC,09/05/2025,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0802,85,11/19/2024,364,08/25/2025,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0801,60,10/13/2024,320,06/30/2025,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0800,60,01/21/2025,CnC,10/01/2025,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0799,60,10/06/2024,CnC,07/14/2025,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0798,59,09/13/2024,350,07/01/2025,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0797,59,09/09/2024,290,04/28/2025,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0796,60,09/09/2024,372,07/18/2025,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0795,56,09/04/2024,307,05/13/2025,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0794,58,08/28/2024,308,05/05/2025,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0793,56,08/20/2024,CnC,05/29/2025,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0792,56,09/25/2024,CnC,07/22/2025,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0791,59,07/15/2024,278,02/19/2025,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0790,57,05/31/2024,CnC,05/29/2025,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0789,48,04/23/2024,276,12/06/2024,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0788,80,04/26/2024,265,10/28/2024,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0787,58,04/15/2024,315,12/27/2024,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2024,OR0786,73,05/03/2024,329,01/13/2025,1,https://iac.university/center/OR/internal/activity-log/BP2024
OR,2025,ORC023,53+,,,,1,https://iac.university/center/OR/internal/activity-log/BP2025
OR,2025,ORC022,60,01/25/2026,,,1,https://iac.university/center/OR/internal/activity-log/BP2025
OR,2025,ORC021,50,12/31/2025,,,1,https://iac.university/center/OR/internal/activity-log/BP2025
OR,2025,ORC020,73,01/05/2026,,,1,https://iac.university/center/OR/internal/activity-log/BP2025
OR,2025,ORC019,64,12/05/2025,,,1,https://iac.university/center/OR/internal/activity-log/BP2025
OR,2025,ORC018,57,10/09/2025,173+,,1,https://iac.university/center/OR/internal/activity-log/BP2025
OR,2025,ORC017,83,07/03/2025,297+,,1,https://iac.university/center/OR/internal/activity-log/BP2025
OR,2025,ORC016,62,03/14/2025,388+,,1,https://iac.university/center/OR/internal/activity-log/BP2025
OR,2025,OR0823,88,01/23/2026,,,1,https://iac.university/center/OR/internal/activity-log/BP2025
OR,2025,OR0822,105+,,,,1,https://iac.university/center/OR/internal/activity-log/BP2025
OR,2025,OR0821,64,11/13/2025,145+,,1,https://iac.university/center/OR/internal/activity-log/BP2025
