center,bp_year,assessment_id,assessment_upload_days,assessment_upload_date,implementation_upload_days,implementation_upload_date,page,source_url
IC,2025,IC0317,70,12/05/2024,348,09/09/2025,1,https://iac.university/center/IC/internal/activity-log/BP2025
IC,2025,IC0316,64,11/15/2024,358,09/05/2025,1,https://iac.university/center/IC/internal/activity-log/BP2025
IC,2026,IC0343,21+,,,,1,https://iac.university/center/IC/internal/activity-log/BP2026
IC,2026,IC0342,21+,,,,1,https://iac.university/center/IC/internal/activity-log/BP2026
IC,2026,IC0341,24+,,,,1,https://iac.university/center/IC/internal/activity-log/BP2026
IC,2026,IC0340,26+,,,,1,https://iac.university/center/IC/internal/activity-log/BP2026
IP,2021,IP0153,60,01/11/2022,331,10/10/2022,1,https://iac.university/center/IP/internal/activity-log/BP2021
IP,2021,IP0152,59,01/03/2022,326,09/27/2022,1,https://iac.university/center/IP/internal/activity-log/BP2021
IP,2021,IP0151,59,12/13/2021,330,09/10/2022,1,https://iac.university/center/IP/internal/activity-log/BP2021
IP,2021,IP0150,55,11/18/2021,294,07/15/2022,1,https://iac.university/center/IP/internal/activity-log/BP2021
IP,2021,IP0149,59,09/20/2021,326,06/14/2022,1,https://iac.university/center/IP/internal/activity-log/BP2021
IP,2021,IP0148,59,07/19/2021,329,04/15/2022,1,https://iac.university/center/IP/internal/activity-log/BP2021
IP,2021,IP0147,59,06/28/2021,315,03/11/2022,1,https://iac.university/center/IP/internal/activity-log/BP2021
IP,2021,IP0146,59,06/21/2021,326,03/15/2022,1,https://iac.university/center/IP/internal/activity-log/BP2021
IP,2021,IP0145,59,05/17/2021,327,02/09/2022,1,https://iac.university/center/IP/internal/activity-log/BP2021
IP,2022,IP0168,55,02/02/2023,278,09/14/2023,1,https://iac.university/center/IP/internal/activity-log/BP2022
IP,2022,IP0167,58,01/19/2023,334,10/23/2023,1,https://iac.university/center/IP/internal/activity-log/BP2022
IP,2022,IP0166,51,12/23/2022,327,09/25/2023,1,https://iac.university/center/IP/internal/activity-log/BP2022
IP,2022,IP0165,53,12/20/2022,321,09/14/2023,1,https://iac.university/center/IP/internal/activity-log/BP2022
IP,2022,IP0164,59,12/19/2022,326,09/12/2023,1,https://iac.university/center/IP/internal/activity-log/BP2022
IP,2022,IP0163,63,11/11/2022,339,08/14/2023,1,https://iac.university/center/IP/internal/activity-log/BP2022
IP,2022,IP0162,59,09/19/2022,296,05/14/2023,1,https://iac.university/center/IP/internal/activity-log/BP2022
IP,2022,IP0161,49,08/16/2022,196,01/10/2023,1,https://iac.university/center/IP/internal/activity-log/BP2022
IP,2022,IP0160,52,07/29/2022,329,05/02/2023,1,https://iac.university/center/IP/internal/activity-log/BP2022
IP,2022,IP0159,58,07/14/2022,345,04/27/2023,1,https://iac.university/center/IP/internal/activity-log/BP2022
IP,2022,IP0158,54,06/28/2022,264,01/24/2023,1,https://iac.university/center/IP/internal/activity-log/BP2022
IP,2022,IP0157,56,05/27/2022,317,02/12/2023,1,https://iac.university/center/IP/internal/activity-log/BP2022
IP,2022,IP0156,42,05/06/2022,325,02/13/2023,1,https://iac.university/center/IP/internal/activity-log/BP2022
IP,2022,IP0155,59,04/26/2022,328,01/19/2023,1,https://iac.university/center/IP/internal/activity-log/BP2022
IP,2022,IP0154,45,02/21/2022,298,11/02/2022,1,https://iac.university/center/IP/internal/activity-log/BP2022
IP,2023,IP7010,60,02/18/2024,244,08/21/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP7009,59,02/15/2024,246,08/21/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP7008,42,01/09/2024,CnC,10/28/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP7007,59,01/25/2024,CnC,10/28/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP7006,60,11/28/2023,327,08/21/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP7005,63,11/01/2023,338,08/02/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP7004,65,10/26/2023,346,08/02/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP7003,63,09/21/2023,315,05/30/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP7002,68,09/25/2023,302,05/16/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP7001,60,08/22/2023,328,05/16/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0187,60,02/13/2024,317,10/28/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0186,60,02/12/2024,318,10/28/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0185,60,01/30/2024,331,10/28/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0184,58,01/27/2024,271,08/28/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0183,59,01/26/2024,334,10/28/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0182,51,01/17/2024,335,10/28/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0181,57,01/18/2024,326,10/14/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0180,48,12/07/2023,329,09/13/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0179,53,12/05/2023,320,08/28/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0178,60,11/07/2023,329,08/02/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0177,60,09/25/2023,308,05/30/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0176,60,07/10/2023,327,04/02/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0175,60,07/09/2023,328,04/02/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0174,51,06/29/2023,265,01/29/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0173,64,06/01/2023,303,01/26/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0172,59,05/09/2023,322,01/26/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0171,59,04/25/2023,328,01/18/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0170,58,04/03/2023,349,01/18/2024,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2023,IP0169,59,03/21/2023,220,08/29/2023,1,https://iac.university/center/IP/internal/activity-log/BP2023
IP,2024,IP7024,55,01/09/2025,293,09/05/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP7023,59,01/06/2025,300,09/05/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP7022,54,11/06/2024,306,07/16/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP7021,58,04/22/2024,383,03/13/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP7020,60,05/01/2024,376,03/13/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0206,59,01/18/2025,316,10/03/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0205,58,01/15/2025,293,09/08/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0204,58,12/29/2024,329,09/26/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0203,51,12/08/2024,322,09/05/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0202,59,11/25/2024,314,08/07/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0201,59,10/06/2024,322,06/26/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0200,57,08/23/2024,315,05/08/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0199,57,08/02/2024,320,04/22/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0198,55,07/17/2024,321,04/09/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0197,58,07/18/2024,323,04/09/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0196,60,07/16/2024,256,01/28/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0195,55,07/01/2024,325,03/28/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0194,57,06/01/2024,321,02/20/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0193,59,05/13/2024,330,02/08/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0192,60,05/12/2024,329,02/05/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0191,59,05/10/2024,322,01/28/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0190,51,04/15/2024,340,01/28/2025,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0189,55,03/25/2024,280,11/04/2024,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2024,IP0188,57,03/17/2024,324,12/08/2024,1,https://iac.university/center/IP/internal/activity-log/BP2024
IP,2025,IP7027,54,08/09/2025,231+,,1,https://iac.university/center/IP/internal/activity-log/BP2025
IP,2025,IP7026,59,08/11/2025,234+,,1,https://iac.university/center/IP/internal/activity-log/BP2025
IP,2025,IP7025,58,05/05/2025,332+,,1,https://iac.university/center/IP/internal/activity-log/BP2025
IP,2025,IP0220,45+,,,,1,https://iac.university/center/IP/internal/activity-log/BP2025
IP,2025,IP0219,46+,,,,1,https://iac.university/center/IP/internal/activity-log/BP2025
IP,2025,IP0218,59+,,,,1,https://iac.university/center/IP/internal/activity-log/BP2025
IP,2025,IP0217,61,09/30/2025,186+,,1,https://iac.university/center/IP/internal/activity-log/BP2025
IP,2025,IP0216,58,09/11/2025,202+,,1,https://iac.university/center/IP/internal/activity-log/BP2025
IP,2025,IP0215,59,08/16/2025,229+,,1,https://iac.university/center/IP/internal/activity-log/BP2025
IP,2025,IP0214,57,07/02/2025,272+,,1,https://iac.university/center/IP/internal/activity-log/BP2025
IP,2025,IP0213,59,06/16/2025,290+,,1,https://iac.university/center/IP/internal/activity-log/BP2025
IP,2025,IP0212,59,06/02/2025,304+,,1,https://iac.university/center/IP/internal/activity-log/BP2025
IP,2025,IP0211,61,05/28/2025,311+,,1,https://iac.university/center/IP/internal/activity-log/BP2025
IP,2025,IP0210,55,05/08/2025,277,12/16/2025,1,https://iac.university/center/IP/internal/activity-log/BP2025
IP,2025,IP0209,58,04/28/2025,291,12/16/2025,1,https://iac.university/center/IP/internal/activity-log/BP2025
IP,2025,IP0208,60,04/09/2025,312,12/16/2025,1,https://iac.university/center/IP/internal/activity-log/BP2025
IP,2025,IP0207,45,03/18/2025,315,12/12/2025,1,https://iac.university/center/IP/internal/activity-log/BP2025
KS,2021,KS2209,56,12/21/2022,428,12/28/2023,1,https://iac.university/center/KS/internal/activity-log/BP2021
KS,2021,KS2208,57,12/09/2022,333,09/11/2023,1,https://iac.university/center/KS/internal/activity-log/BP2021
KS,2021,KS2207,59,10/16/2022,369,08/22/2023,1,https://iac.university/center/KS/internal/activity-log/BP2021
KS,2021,KS2206,62,09/19/2022,346,06/30/2023,1,https://iac.university/center/KS/internal/activity-log/BP2021
KS,2021,KS2204,52,09/18/2022,CnC,08/25/2023,1,https://iac.university/center/KS/internal/activity-log/BP2021
KS,2021,KS2203,59,08/08/2022,341,05/17/2023,1,https://iac.university/center/KS/internal/activity-log/BP2021
KS,2021,KS2202,43,07/22/2022,342,05/17/2023,1,https://iac.university/center/KS/internal/activity-log/BP2021
KS,2021,KS2201,59,05/01/2022,365,03/02/2023,1,https://iac.university/center/KS/internal/activity-log/BP2021
KS,2022,KS2209,56,12/21/2022,428,12/28/2023,1,https://iac.university/center/KS/internal/activity-log/BP2022
KS,2022,KS2208,57,12/09/2022,333,09/11/2023,1,https://iac.university/center/KS/internal/activity-log/BP2022
KS,2022,KS2207,59,10/16/2022,369,08/22/2023,1,https://iac.university/center/KS/internal/activity-log/BP2022
KS,2022,KS2206,62,09/19/2022,346,06/30/2023,1,https://iac.university/center/KS/internal/activity-log/BP2022
KS,2022,KS2204,52,09/18/2022,CnC,08/25/2023,1,https://iac.university/center/KS/internal/activity-log/BP2022
KS,2022,KS2203,59,08/08/2022,341,05/17/2023,1,https://iac.university/center/KS/internal/activity-log/BP2022
KS,2022,KS2202,43,07/22/2022,342,05/17/2023,1,https://iac.university/center/KS/internal/activity-log/BP2022
KS,2022,KS2201,59,05/01/2022,365,03/02/2023,1,https://iac.university/center/KS/internal/activity-log/BP2022
KS,2023,KS2324,54,01/01/2024,817+,,1,https://iac.university/center/KS/internal/activity-log/BP2023
KS,2023,KS2323,59,11/25/2023,859+,,1,https://iac.university/center/KS/internal/activity-log/BP2023
KS,2023,KS2322,53,08/28/2023,942+,,1,https://iac.university/center/KS/internal/activity-log/BP2023
KS,2023,KS2321,60,08/14/2023,594,01/29/2025,1,https://iac.university/center/KS/internal/activity-log/BP2023
KS,2023,KS2320,64,08/11/2023,970+,,1,https://iac.university/center/KS/internal/activity-log/BP2023
KS,2023,KS2319,39,06/05/2023,1012+,,1,https://iac.university/center/KS/internal/activity-log/BP2023
KS,2023,KS2318,61,06/20/2023,1019+,,1,https://iac.university/center/KS/internal/activity-log/BP2023
KS,2023,KS2317,60,06/17/2023,1021+,,1,https://iac.university/center/KS/internal/activity-log/BP2023
KS,2023,KS2316,60,05/22/2023,484,07/19/2024,1,https://iac.university/center/KS/internal/activity-log/BP2023
KS,2023,KS2315,72,05/07/2023,510,07/18/2024,1,https://iac.university/center/KS/internal/activity-log/BP2023
KS,2023,KS2313,60,04/11/2023,409,03/25/2024,1,https://iac.university/center/KS/internal/activity-log/BP2023
KS,2023,KS2312,59,04/09/2023,410,03/25/2024,1,https://iac.university/center/KS/internal/activity-log/BP2023
KS,2023,KS2311,56,03/31/2023,416,03/25/2024,1,https://iac.university/center/KS/internal/activity-log/BP2023
KS,2023,KS2310,58,03/25/2023,467,05/07/2024,1,https://iac.university/center/KS/internal/activity-log/BP2023
KS,2024,KS2441,205,07/06/2025,417+,,1,https://iac.university/center/KS/internal/activity-log/BP2024
KS,2024,KS2440,150,05/10/2025,419+,,1,https://iac.university/center/KS/internal/activity-log/BP2024
KS,2024,KS2438,66,01/25/2025,439+,,1,https://iac.university/center/KS/internal/activity-log/BP2024
KS,2024,KS2437,31,12/15/2024,445+,,1,https://iac.university/center/KS/internal/activity-log/BP2024
KS,2024,KS2435,60,12/08/2024,481+,,1,https://iac.university/center/KS/internal/activity-log/BP2024
KS,2024,KS2434,57,09/26/2024,551+,,1,https://iac.university/center/KS/internal/activity-log/BP2024
KS,2024,KS2432,61,08/13/2024,599+,,1,https://iac.university/center/KS/internal/activity-log/BP2024
KS,2024,KS2431,65,06/29/2024,648+,,1,https://iac.university/center/KS/internal/activity-log/BP2024
KS,2024,KS2430,68,05/07/2024,705+,,1,https://iac.university/center/KS/internal/activity-log/BP2024
KS,2024,KS2429,15,03/13/2024,707+,,1,https://iac.university/center/KS/internal/activity-log/BP2024
KS,2024,KS2428,57,04/20/2024,711+,,1,https://iac.university/center/KS/internal/activity-log/BP2024
KS,2024,KS2427,25,03/12/2024,718+,,1,https://iac.university/center/KS/internal/activity-log/BP2024
KS,2024,KS2426,37,03/23/2024,719+,,1,https://iac.university/center/KS/internal/activity-log/BP2024
KS,2024,KS2425,58,03/29/2024,734+,,1,https://iac.university/center/KS/internal/activity-log/BP2024
KS,2025,KS2546,53+,,,,1,https://iac.university/center/KS/internal/activity-log/BP2025
KS,2025,KS2544,83+,,,,1,https://iac.university/center/KS/internal/activity-log/BP2025
KS,2025,KS2543,145,01/20/2026,,,1,https://iac.university/center/KS/internal/activity-log/BP2025
KS,2025,KS2542,193,01/18/2026,,,1,https://iac.university/center/KS/internal/activity-log/BP2025
LE,2021,LE0516,60,10/15/2021,266,05/09/2022,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2021,LE0515,60,10/10/2021,268,05/06/2022,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2021,LE0514,58,10/01/2021,252,04/13/2022,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2021,LE0513,66,10/01/2021,CnC,08/15/2023,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2021,LE0512,60,08/30/2021,462,10/06/2022,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2021,LE0511,60,08/29/2021,288,04/14/2022,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2021,LE0510,51,08/07/2021,645,03/24/2023,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2021,LE0509,62,07/12/2021,248,01/14/2022,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2021,LE0508,60,07/06/2021,287,02/18/2022,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2021,LE0507,60,06/21/2021,784,06/15/2023,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2021,LE0506,60,06/19/2021,CnC,05/29/2023,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2021,LE0505,60,06/13/2021,365,04/14/2022,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2021,LE0504,62,06/09/2021,825,07/12/2023,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2021,LE0503,60,06/05/2021,800,06/15/2023,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2021,LE0502,60,05/31/2021,489,08/03/2022,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2021,LE0501,60,04/27/2021,802,05/09/2023,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2021,LE0500,60,03/08/2021,404,02/15/2022,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2021,LE0499,60,02/14/2021,847,04/13/2023,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2021,LE0498,60,02/12/2021,CnC,07/01/2023,1,https://iac.university/center/LE/internal/activity-log/BP2021
LE,2022,LE0535,54,09/12/2022,CnC,08/18/2023,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2022,LE0534,58,09/11/2022,351,07/01/2023,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2022,LE0533,53,08/22/2022,CnC,08/18/2023,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2022,LE0532,57,08/11/2022,415,08/04/2023,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2022,LE0531,55,08/04/2022,CnC,08/04/2023,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2022,LE0530,55,08/02/2022,CnC,08/27/2023,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2022,LE0529,60,07/24/2022,402,07/01/2023,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2022,LE0528,51,07/10/2022,263,02/07/2023,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2022,LE0527,57,07/12/2022,270,02/10/2023,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2022,LE0526,56,06/16/2022,455,07/20/2023,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2022,LE0525,59,06/10/2022,251,12/19/2022,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2022,LE0524,58,06/04/2022,323,02/24/2023,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2022,LE0523,58,06/02/2022,485,08/03/2023,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2022,LE0522,59,05/15/2022,490,07/20/2023,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2022,LE0521,57,05/11/2022,394,04/13/2023,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2022,LE0520,58,04/04/2022,276,11/07/2022,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2022,LE0519,60,03/30/2022,537,07/20/2023,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2022,LE0518,59,03/22/2022,551,07/27/2023,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2022,LE0517,58,02/03/2022,471,03/24/2023,1,https://iac.university/center/LE/internal/activity-log/BP2022
LE,2023,LE0554,60,09/11/2023,330,06/07/2024,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2023,LE0553,58,08/26/2023,CnC,12/05/2024,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2023,LE0552,52,07/30/2023,265,02/28/2024,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2023,LE0551,59,07/21/2023,316,04/03/2024,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2023,LE0550,54,06/28/2023,357,04/26/2024,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2023,LE0549,54,06/18/2023,156,09/28/2023,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2023,LE0548,52,06/05/2023,159,09/20/2023,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2023,LE0547,58,05/11/2023,357,03/05/2024,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2023,LE0546,55,04/27/2023,472,06/17/2024,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2023,LE0545,57,04/15/2023,215,09/20/2023,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2023,LE0544,58,04/09/2023,222,09/20/2023,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2023,LE0543,56,03/31/2023,400,03/08/2024,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2023,LE0542,53,03/14/2023,207,08/15/2023,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2023,LE0541,56,03/09/2023,259,09/29/2023,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2023,LE0540,55,12/28/2022,CnC,08/29/2023,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2023,LE0539,59,12/23/2022,297,08/18/2023,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2023,LE0538,60,12/10/2022,308,08/15/2023,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2023,LE0537,53,11/22/2022,333,08/29/2023,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2023,LE0536,56,10/27/2022,320,07/18/2023,1,https://iac.university/center/LE/internal/activity-log/BP2023
LE,2024,LE0583,52,08/16/2024,230,02/10/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0582,24,07/12/2024,225,01/29/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0581,59,08/08/2024,471,09/24/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0580,32,07/12/2024,386,07/01/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0579,50,07/26/2024,245,02/06/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0578,60,07/30/2024,257,02/12/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0577,42,07/10/2024,258,02/11/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0576,56,07/25/2024,258,02/12/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0575,21,06/13/2024,475,09/10/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0574,17,05/31/2024,205,12/05/2024,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0573,38,07/28/2024,223,01/29/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0572,30,05/23/2024,244,12/23/2024,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0571,60,06/17/2024,286,01/29/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0570,53,06/04/2024,321,02/27/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0569,47,05/21/2024,313,02/11/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0568,59,05/10/2024,258,11/25/2024,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0567,54,05/02/2024,538,08/29/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0566,55,05/02/2024,530,08/20/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0565,58,05/23/2024,521,08/29/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0564,50,04/21/2024,451,05/27/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0563,50,04/18/2024,574,09/24/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0562,51,03/29/2024,306,12/08/2024,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0561,59,03/25/2024,333,12/23/2024,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0560,54,03/18/2024,385,02/11/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0559,59,02/08/2024,351,11/26/2024,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0558,54,01/21/2024,334,10/28/2024,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0557,59,01/07/2024,420,01/02/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0556,58,12/21/2023,262,07/12/2024,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2024,LE0555,59,02/04/2024,419,01/29/2025,1,https://iac.university/center/LE/internal/activity-log/BP2024
LE,2025,LE0609,49,01/22/2026,,,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0608,46,01/05/2026,,,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0607,46,12/22/2025,,,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0606,47,12/09/2025,102+,,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0605,55,12/16/2025,,,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0604,59,12/11/2025,,,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0603,66,12/05/2025,125+,,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0602,60,11/10/2025,144+,,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0601,55,05/22/2025,311+,,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0600,56,05/06/2025,286,12/22/2025,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0599,14,03/12/2025,210,09/24/2025,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0598,60,04/21/2025,348+,,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0597,55,04/10/2025,284,11/24/2025,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0596,31,02/28/2025,370+,,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0595,62,02/17/2025,288,10/02/2025,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0594,49,01/23/2025,424+,,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0593,70,01/29/2025,298,09/15/2025,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0592,69,01/22/2025,339,10/20/2025,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0591,67,01/14/2025,451+,,1,https://iac.university/center/LE/internal/activity-log/BP2025
LE,2025,LE0590,19,01/06/2025,411+,,1,https://iac.university/center/LE/internal/activity-log/BP2025
